objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll277,oocihm.lac_reel_c4715.1431.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 24-25","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Continued testimony of Maria Rye. Rye asserts that she does not have time for detailed record-keeping, and lacked the money to set up the kind of institutional support that Doyle recommends, and she suggests that federal funding would be needed to set up an infirmary. Rye invites a fuller investigation of the operation as a whole, and argues in favour of bringing the operation more fully under government oversight. The names of individuals who oversee placed children are listed. Rye states that there have been four deaths in the home and four out of it, of the more than 1000 children brought to Canada. ",Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; deaths; inspection; statistics; discipline,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1431,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.265
coll278,oocihm.lac_reel_c4715.1432.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 26-27","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Conclusion of testimony by Maria Rye. Rye answers questions about funding and the length of children's stays. A letter from Mr. Van Allan, former mayor of Chatham to M.P. Stephenson states that Doyle only visited the area briefly and saw only 3 or 4 of the more than 100 children placed in the region. The letter voices satisfaction with Rye's work and support for her organization. Stephenson adds further support for the care taken, especially in maintaining contact and proximity between siblings.  ",Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; community support,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1432,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.266
coll279,oocihm.lac_reel_c4715.1433.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 28-29","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Conclusion of testimony by M.P. Stephenson. Further testimony by Maria Rye with regard to terms of adoption and indentured service. Discussion by various commitee members of the issue of moral influence, isolated cases of abuse, and that the current levels of supervision and vetting of placements were adequate.  Letter from A. F. Wood included advocating for greater training before placement. Discussion between Flint and White about whether different strategies were needed for street children than for those from the work-houses.",Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; community support; training; inspection; child abuse,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1433,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.267
coll280,oocihm.lac_reel_c4715.1434.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 30-31","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria; Robson, J. J.",1875------,"Continued committee discussion. Letter by Maria Rye refuting facts in the Doyle report, corroborated by Benjamin Cronyn, Mayor of London, ON, and J. Whitehead, J. P. Letters in support of Rye and her operation from municipal and church leaders",Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; community support; training,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1434,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.268
coll281,oocihm.lac_reel_c4715.1435.jpg,,,"First Report of the Select Committee on Immigration and Colonization, pp. 32-33","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria; Donaldson, John A.; Fuller, T. B.; Bolton, F.",1875------,Continued letters in support of Maria Rye's work from church leaders and an immigration agent. ,Select Committee on Immigration and Colonization; governance; Maria Rye; Andrew Doyle; community support,"Ottawa, Canada",45.424721,-75.695,"Government of Canada. First Report of the Select Committee on Immigration and Colonization. [Photograph] Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1435,Image; Report; Typed,image/jpeg,eng,Public domain,CC-BY-4.269
coll282,oocihm.lac_reel_c4715.1436.jpg,,,"Letter from F. Bolton Read to Miss Rye, p. 34;
Letter from Geo. D. Morton, M.D., to Miss Rye, p. 34;
Letter from William McMurray, D.D., D.C.L., Rector of Niagara, Rural Dean, p. 35","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria; Read, F., Bolton; Morton, Geo. D.; McMurray, William; Marson, Frederick; J.P WM., Kirby; Pafford, Henry; Ball, N. Robt.; Ball, John W.",1875-03-31,"Compiled letters from ""Miss Rye"", bound, photocopied and scanned.",Maria Rye; department of Agriculture; Our Western Home; Receiving homes; inspection; community support,"Niagara-on-the-Lake, Canada",43.25507506,-79.08120198,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1436,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.270
coll283,oocihm.lac_reel_c4715.1437.jpg,,,"Notes by Miss Rye on Mr. Doyle's Report put in evidence at her request, pp. 36-37","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Compilations of notes from Maria Rye on Mr. Doyle's notes. Bound, photocopied and scanned. ",Maria Rye; Andrew Doyle,"Ottawa, Canada",,,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1437,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.271
coll284,oocihm.lac_reel_c4715.1438.jpg,,,"Notes by Maria S. Rye, pp. 37-38","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria S.",1875-03-29,"Compilations of notes from Maria Rye. Bound, photocopied and scanned.",Maria Rye; The Russell House,"Ottawa, Canada",45.41816028,-75.6932524,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1438,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.272
coll285,oocihm.lac_reel_c4715.1439.jpg,,,"Notes by Maria S. Rye, pp. 40-41 ","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria",1875------,"Compilations of notes from Maria Rye. Bound, photocopied and scanned.",Maria Rye,"Ottawa, Canada",Ottawa,Ottawa,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1439,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.273
coll286,oocihm.lac_reel_c4715.1440.jpg,,,"Notes by Maria S. Rye, pp. 42-43","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria; Thompson, WM. A.",1875-03-27,"Compilations of notes from Maria Rye, including a letter from Mr. A. Thomson, M.P. Bound, photocopied and scanned.",Maria Rye; Mr. A. Thomson,"Welland, Canada",42.99153553,-79.2471267,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1440,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.274
coll287,oocihm.lac_reel_c4715.1441.jpg,,,"Letter from Miss Rye addressed to C. H. Pozer, Esq. Chairman of the Emigration and Colonization Committe, p. 44","Select Committee on Immigration and Colonization; Government of Canada; Rye, Maria S.; Pozer, C. H. ",1874-03-24,"Compilations of notes from Maria Rye, including a letter from Maria Rye addressed to C.H. Pozer, Esq., the Chairman of the Emigration and Colonization Committee. Bound, photocopied and scanned.",Maria Rye; C.H. Pozer; Emigration and Colonization Committee; governance,"Ottawa, Canada",45.41816028,-75.6932524,"Parliament of Canada, House of Commons, & Select Committee on Immigration and Colonization. (1875). First Report of the Select Committee on Immigration and Colonization: Printed by Order of Parliament. Maclean, Roger & Company. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n  ",oocihm.lac_reel_c4715.1441,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.275
coll288,oocihm.lac_reel_c4715.1442.jpg,,,"Letter from the Deputy Minister of Agriculture to John R. Hall, Esq., Secretary of Department of the Interior, p. 1","Deputy Minister of Agriculture, Hall, John R.",1892-05-14,"Letter from Department of Agriculture, received by the Department of the Interior 1892-05-16, requesting a Order-in-Council about information pertaining to Dr. Barnardo.",Dr. Barnardo; Department of Agriculture; Department of the Interior; governance.,"Ottawa, Canada",45.41816028,-75.6932524,"Department of Agriculture. Letter, May 14, 1892. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1442,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.276
coll289,oocihm.lac_reel_c4715.1443.jpg,,,"Letter from the Deputy Minister of Agriculture to John R. Hall, Esq., Secretary of Department of the Interior, p. 2","Deputy Minister of Agriculture, Hall, John R.",1892-05-14,Letter from the Department of Agriculture responding with information about Miss Rye and Miss Macpherson.,Miss Rye; Annie Macpherson; governance; Immigration Committe; Dr. Ferguson.,"Ottawa, Canada",45.41816028,-75.6932524,"Department of Agriculture. Letter, May 14, 1892. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1443,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.277
coll290,oocihm.lac_reel_c4715.1444.jpg,,,"Letter from the Deputy Minister of Agriculture to John R. Hall, Esq., Secretary of Department of the Interior, p. 3","Deputy Minister of Agriculture, Hall, John R.",1892-05-14,"End of letter from the Deputy Minister of Agriculture, with Secretary John R. Hall, Esq. from the Department of Interior. ",Department of Agriculture; John R. Hall; Department of the interior; governance,"Ottawa, Canada",45.41816028,-75.6932524,"Department of Agriculture. Letter, May 14, 1892. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1444,Image; Typed; Letter,image/jpeg,eng,Public domain,CC-BY-4.278
coll291,oocihm.lac_reel_c4715.1445.jpg,,,"Copy of a Report of a Committee of the Honorable the Privy Council, approved by His Excellency the Governor General in Council on the December 1875, p. 1",Privy Council; Minister of Agriculture; Department of Agriculture,1875-12---,"Letter to the Minister of Agriculture concerning payment to Maria Rye for the winter maintenance of her ""Our Western Home"" distribution home for girls in Niagara-on-the-Lake. The letter is handwritten.",Maria Rye; Our Western Home; girls' home; Department of Agriculture,"Ottawa, Canada",45.41816028,-75.6932524,"Department of Agriculture. Letter, December, 1875. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns.",oocihm.lac_reel_c4715.1445,Image; Letter; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.279
