objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll092,oocihm.lac_reel_c4715.1246.jpg,,,"List of Immigrant Children, 399741, p. 11","Dr. Barnardo's Homes; Owen, Alfred B.",1905-07-01,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Southwark; Glouster Union; Greenwich Union; Isle of Thanet Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 1, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1246,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.80
coll093,oocihm.lac_reel_c4715.1247.jpg,,,"List of Immigrant Children, 399741, p. 12","Dr. Barnardo's Homes; Owen, Alfred B.",1905-07-01,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Southwark; Glouster Union; Greenwich Union; Isle of Thanet Union; Fareham Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 1, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1247,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.81
coll094,oocihm.lac_reel_c4715.1248.jpg,,,"List of Immigrant Children, 399741, p. 13","Dr. Barnardo's Homes; Owen, Alfred B.",1905-07-01,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Southwark; Glouster Union; Greenwich Union; Isle of Thanet Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 1, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1248,Image; Ship manifest; Handwritten,image/jpeg,eng,Public domain,CC-BY-4.82
coll095,oocihm.lac_reel_c4715.1249.jpg,,,"List of Immigrant Children, 399741, p. 14","Dr. Barnardo's Homes; Owen, Alfred B.",1905-07-01,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Southwark; Fareham Union; Greenwich Union; Isle of Thanet Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, July 1, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1249,,image/jpeg,eng,Public domain,CC-BY-4.83
coll096,oocihm.lac_reel_c4715.1250.jpg,,,"List of Immigrant Children, 392451, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1905-06-05,"List of Barnardo Home Children sent to Quebec; the form has been filled in by hand, there is a strikethrough the names of the children",Dr. Barnardo’s Homes; passenger list; child identification; child origins; SS Dominion; South Shields Union; Stepney Union; Newport Union; Hampstead Union; Taunton Union,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, June 5, 1905. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1250,,image/jpeg,eng,Public domain,CC-BY-4.84
coll097,oocihm.lac_reel_c4715.1251.jpg,,,"List of Immigrant Children, 392451, p. 2","Dr. Barnardo's Homes Owen, Alfred B.; Jury, Alfred; Doyle, P.",1905-05-25,"List of Barnardo Home Children sent to Peterborough; The form has been filled in by hand, there is a strike through through the name and origin of one of the children. ",Dr. Barnardo's Homes; passenger list; girls home; child identification; child origins; SS Dominion,"Quebec City, Canada",46.821154,-71.205822,"Barnardo Homes. Form B. May 25, 1905. Library and Archives Canada, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1251,,image/jpeg,eng,Public domain,CC-BY-4.85
coll098,oocihm.lac_reel_c4715.1252.jpg,,,"Letter from A. Owen of Dr. Barnardo's Homes, 390364 ","Dr. Barnardo's Homes; Owen, Alfred B.",1905-05-29,"List of Barnardo Home Children's dates of birth sent to Ottawa, Ontario; The form has been typed; there is a line through the names of the children and body of the letter. ","Dr. Barnardo's Homes; Alfred B. Owen; 214 Toronto Boys' Home Ave; Child Identification; dates of birth
","Toronto, Canada",43.646305,-79.405358,Barnardo Homes. 1905 Library and Archives Canada. https://n2t.net/ark:/69429/m0jq0sq8r23n ,oocihm.lac_reel_c4715.1252,"Image, Typped Letter",image/jpeg,eng,Public domain,CC-BY-4.86
coll099,oocihm.lac_reel_c4715.1253.jpg,,,"List of Immigrant Children on Board, 379522, p. 1","Barnardo Homes; Owen, Alfred B.; Hoolahan, John",1905-04-12,"List of Barnardo Home Children sent to Toronto, Hazel Brae, Peterborough, and Winnepeg; The form has been filled in by hand, there is a strike through through the name and origin of one of the children. ",Dr. Barnardo's Home;  passenger list; child identification; child origins; SS Kensington,"Montreal, Canada",45.50086,-73.567005,"Barnardo Homes. Form A. April 12, 1905. Library and Archives Canada, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1253,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.87
coll100,oocihm.lac_reel_c4715.1254.jpg,,,"List of Immigrant Children on Board, 379522, p. 2","Barnardo Homes; Owen, Alfred B.; Hoolahan, John",1905-04-13,"List of Barnardo Home Children sent to Toronto, Hazel Brae, Peterborough, and Winnipeg; The form has been typed and filled by hand, it has three signatures.",Dr. Barnardo's Homes; passenger list; child identification; child origins; SS Kensington,"Montreal, Canada",45.50086,-73.567005,"Barnardo Homes. Form A. April 12, 1905. Library and Archives Canada, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1254,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.88
coll101,oocihm.lac_reel_c4715.1255.jpg,,,"List of Immigrant Children on Board, 375688, p. 1","Barnardo Homes; Owen, Alfred B.",1904-11-04,"List of Barnardo Home Children sent to Toronto, Hazel Brae, Peterborough, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; Girls' homes; child identification; child origins; SS Canada,"Quebec City, Canada",46.821154,-71.205822,"Barnardo Homes. Form B. November 4, 1904. Library and Archives Canada, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1255,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.89
coll102,oocihm.lac_reel_c4715.1256.jpg,,,"List of Immigrant Children on Board, 375688, p. 2","Barnardo Homes; Owen, Alfred B.",1904-10-27,"List of Barnardo Home Children sent to Toronto, Hazel Brae, Peterborough, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; Girls' homes;  child identification; child origins; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. October 27. 1904. Library and Archives Canada, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1256,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.90
coll103,oocihm.lac_reel_c4715.1257.jpg,,,"List of Immigrant Children on Board, 375688, p. 3","Barnardo Homes; Owen, Alfred B.",1904-11-04,"List of Barnardo Home Children sent toToronto, Hazel Brae, Peterborough, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Canada,"Quebec City, Canada",46.821154,-71.205822,"Barnardo Homes. Form B. November 4. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1257,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.91
coll104,oocihm.lac_reel_c4715.1258.jpg,,,"List of Immigrant Children on Board, 375688, p. 4","Barnardo Homes; Owen, Alfred B.",1904-10-27,"List of Barnardo Home Children sent to Toronto, Hazel Brae, Peterborough, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. October 27. 1904. Library and Archives Canada, hhttps://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1258,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.92
coll105,oocihm.lac_reel_c4715.1259.jpg,,,"List of Immigrant Children, 375689, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P; JP.",1904-10-09,"List of Barnardo Home Children sent toToronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; Girls' homes; child identification; child origins; SS Southwark,"Quebec City, Canada",46.821154,-71.205822,"Barnardo Homes. Form B. October 10. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1259,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.93
coll106,oocihm.lac_reel_c4715.1260.jpg,,,"List of Immigrant Children, 375689, p. 2"," Jury, Alfred A.; Owen, Alfred B; Doyle, P.",1904-09-29,"List of Barnardo Home Children sent to Toronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; Girls' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,Barnardo Homes. Form B. September 29. 1904. Canadiana Collections https://n2t.net/ark:/69429/m0jq0sq8r23ns,oocihm.lac_reel_c4715.1260,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.94
coll107,oocihm.lac_reel_c4715.1261.jpg,,,"List of Immigrant Children, 375689, p. 3","Dr. Barnardo's Homes; Owen, Alfred B., Doyle, P. JP.",1904-10-09,"List of Barnardo Home Children sent toToronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Southwark,"Quebec City, Canada",46.821154,-71.205822,"Barnardo Homes. Form B. October 9. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1261,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.95
coll108,oocihm.lac_reel_c4715.1262.jpg,,,"List of Immigrant Children, 375689, p. 4"," Jury, Alfred A.; Owen, A B;  Doyle, P.;",1904-09-29,"List of Barnardo Home Children sent to Toronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. September 29. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23n",oocihm.lac_reel_c4715.1262,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.96
coll109,oocihm.lac_reel_c4715.1263.jpg,,,"List of Immigrant Children, p. 1 ","Dr. Barnardo's Homes; Owen, Alfred B.; Doyle, P.; .",1904-07-31,"List of Barnardo Home Children sent toToronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 31. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1263,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.97
coll110,oocihm.lac_reel_c4715.1264.jpg,,,"List of Immigrant Children, p. 2"," Jury, Alfred A.; Owen, Alfred B; Doyle, P.",1904-07-31,"List of Barnardo Home Children sent to Toronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; Boys' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 31 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1264,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.98
coll111,oocihm.lac_reel_c4715.1265.jpg,,,"List of Immigrant Children, p. 3","Dr. Barnardo's Homes; Owen, Alfred B., Doyle, P. JP.",1904-07-21,"List of Barnardo Home Children sent toToronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; girls' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 21. 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1265,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.99
coll112,oocihm.lac_reel_c4715.1266.jpg,,,"List of Immigrant Children, p. 4","Doyle, P.; Owen, Alfred B;",------,"List of Barnardo Home Children sent to Toronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; girls' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 21 1904. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1266,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.100
coll113,oocihm.lac_reel_c4715.1267.jpg,,,"List of Immigrant Children, 374852, p. 1 ","Dr. Barnardo's Homes; Owen, Alfred B., Doyle, P. JP.",1904-05-30,"List of Barnardo Home Children sent toToronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; girls' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. May 30 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1267,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.101
coll114,oocihm.lac_reel_c4715.1268.jpg,,,"List of Immigrant Children, 374852, p. 2","Doyle, P. Owen, Alfred B.",1904-05-19,"Backside of List of Barnardo Home Children sent to Toronto, Peterborough, Brandon, and Winnipeg; The form has been filled by hand.",Dr. Barnardo's Homes; passenger list; girls' homes; child identification; child origins; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. May 19 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1268,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.102
coll115,oocihm.lac_reel_c4715.1269.jpg,,,"List of Immigrant Children, 374391","Dr. Barnardo's Homes; Shuthers, Edmund A., Doyle, P. JP. Jury, A",1904-10-08,List of Barnardo Home Children sent to Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document,Dr. Barnardo's Homes; passenger list; boys' homes; child identification; child origins; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. October 8 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1269,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.103
coll116,oocihm.lac_reel_c4715.1270.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Shuthers, Edmund A., Doyle, P. JP. Jury, A",1903-07-04,"List of Barnardo Home Children sent to Peterborough, Toronto, Winnipeg, and Russel; The form has been filled by hand and has a smudging over the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; boys' homes; child identification; child origins; SS Dominion,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 04 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1270,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.104
coll117,oocihm.lac_reel_c4715.1271.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Shuthers, Edmund A., Doyle, P. JP. Jury, A",1903-07-15,"List of Barnardo Home Children sent to Peterborough, Toronto, Winnipeg, and Russel; The form has been filled by hand and has a smudging over the names of the children in the bottom half of the document",Dr. Barnardo's Homes; passenger list; boys' homes; child identification; child origins; SS Dominion,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 15 1903. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1271,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.105
coll118,oocihm.lac_reel_c4715.1272.jpg,,,"List of Immigrant Children, 374138, p. 1 ","Dr. Barnardo's Homes; Shuthers, Edmund A., Doyle, P. JP. Jury, A",1903-07-24,List of Barnardo Home Children sent to Winnipeg; The form has been filled by hand and has a strikehough the names of the children in the bottom half of the document,Dr. Barnardo's Homes; passenger list; girls homes; child identification; child origins; SS Dominion,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 30 1903 Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1272,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.106
coll119,oocihm.lac_reel_c4715.1273.jpg,,,"List of Immigrant Children, 374138, p. 2","Dr. Barnardo's Homes; ., Doyle, P. JP. Jury, A",1903-07-15,List of Barnardo Home Children sent to Winnipeg; The form has been filled by hand. ,Dr. Barnardo's Homes; passenger list; girls homes; child identification; child origins; SS Dominion,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B. July 15 1903. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns",oocihm.lac_reel_c4715.1273,"Image, Ship manifest; Handwritten",image/jpeg,eng,Public domain,CC-BY-4.107
coll120,oocihm.lac_reel_c4715.1274.jpg,,,"List of Immigrant Children, 306830, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Youths' Labour House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1274,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.108
coll121,oocihm.lac_reel_c4715.1275.jpg,,,"List of Immigrant Children, 306830, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed; There is a line through the names of children in the top third of the document.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Leopold House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1275,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.109
coll122,oocihm.lac_reel_c4715.1276.jpg,,,"List of Immigrant Children, 306830, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Leopold House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1276,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.110
coll123,oocihm.lac_reel_c4715.1277.jpg,,,"List of Immigrant Children, 306830, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Leopold House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1277,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.111
coll124,oocihm.lac_reel_c4715.1278.jpg,,,"List of Immigrant Children, 306830, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Leopold House; Sheppard House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections, https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1278,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.112
coll125,oocihm.lac_reel_c4715.1279.jpg,,,"List of Immigrant Children, 306830, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Winnipeg; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Pacific Ave; Sheppard House; Mittendorff House; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, April 11, 1904. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1279,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.113
coll126,oocihm.lac_reel_c4715.1280.jpg,,,"List of Immigrant Children, 306830, p. 7","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is heavy ink smudging.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, April 11, 1904. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1280,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.114
coll127,oocihm.lac_reel_c4715.1281.jpg,,,"List of Immigrant Children, 306830, p. 8","Dr. Barnardo's Homes; Owen, Alfred B.",1904-04-11,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is heavy ink smudging and additional handwriting.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; SS Southwark,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form B, April 11, 1904. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1281,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.115
coll128,oocihm.lac_reel_c4715.1282.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1282,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.116
coll129,oocihm.lac_reel_c4715.1283.jpg,,,"List of Immigrant Children, p. 2","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1283,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.117
coll131,oocihm.lac_reel_c4715.1285.jpg,,,"List of Immigrant Children, p. 3","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1285,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.119
coll132,oocihm.lac_reel_c4715.1286.jpg,,,"List of Immigrant Children, p. 4","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1286,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.120
coll133,oocihm.lac_reel_c4715.1287.jpg,,,"List of Immigrant Children, p. 5","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1287,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.121
coll134,oocihm.lac_reel_c4715.1288.jpg,,,"List of Immigrant Children, p. 6","Dr. Barnardo's Homes; Owen, Alfred B.",1903-05-10,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; There is a line through the names of children.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; girls' home; Village Home; Hazel Brae; SS Kensington,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, May 10, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1288,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.122
coll135,oocihm.lac_reel_c4715.1289.jpg,,,"List of Immigrant Children, p. 1","Dr. Barnardo's Homes; Owen, Alfred B.",1903-03-28,List of Barnardo Home Children sent to Toronto and Peterborough; The form has been typed; Four names are obscured by a smudge.,passenger list; Dr. Barnardo's Homes; child identification; child origins; Alfred B. Owen; boys’ home; Toronto Boys' Home; Hazel Brae; Youths' Labour House; SS Canada,"Liverpool, England",53.440608,-3.003598,"Barnardo Homes. Form A, March 28, 1903. Canadiana Collections,https://n2t.net/ark:/69429/m0jq0sq8r23ns. ",oocihm.lac_reel_c4715.1289,Image; Ship manifest; Typed,image/jpeg,eng,Public domain,CC-BY-4.123
